order_id,order_date,customer_id,customer_name,email,country,city,acquisition_channel,product_name,category,quantity,unit_price,discount_pct,shipping_cost,tax,payment_method,order_status,delivery_days,return_reason
ORD-100792,2025-06-26,C-10029,Harper White,harper.white10@email.com,US,Phoenix,Paid Search,Yoga Mat,Sports,1,51.97,30,6.89,2.3,Credit Card,Delivered,9,
ORD-100794,2024-10-21,C-11105,James Tanaka,james.tanaka49@email.com,US,Phoenix,Social Media,Sneakers,Clothing,2,52.0,5,7.87,9.0,Google Pay,Shipped,,
ORD-100795,2025-06-23,C-10406,Olivia Tanaka,olivia.tanaka66@email.com,UK,Leeds,Social Media,Bluetooth Speaker,Electronics,1,139.12,10,4.74,7.98,Credit Card,Cancelled,,
ORD-100796,2024-12-30,C-10074,Omar Moore,omar.moore55@email.com,US,Chicago,Direct,Body Lotion,Beauty,1,38.08,30,0,1.92,Google Pay,Delivered,14,
ORD-100797,2024-07-20,C-11153,Noah Müller,noah.müller64@email.com,CA,Montreal,Social Media,Desk Lamp,Home & Kitchen,2,20.83,5,0,3.88,Credit Card,Delivered,2,
ORD-100798,2024-12-10,C-10845,Sophia Müller,sophia.müller42@email.com,UK,Birmingham,Social Media,Webcam HD,Electronics,1,62.7,0,4.45,5.78,PayPal,Delivered,6,
ORD-100799,2025-05-18,C-10378,Lucas Brown,lucas.brown11@email.com,US,LA,Direct,Cotton T-Shirt,Clothing,1,96.95,0,12.04,4.97,Credit Card,Delivered,13,
ORD-100800,2025-03-25,C-10322,Mason Williams,mason.williams22@email.com,DE,Hamburg,Paid Search,Wireless Earbuds,Electronics,1,91.99,0,11.95,7.55,Credit Card,Returned,,Changed Mind
ORD-100801,2025-04-25,C-10241,Evelyn Patel,evelyn.patel67@email.com,US,LA,Organic Search,Hair Serum,Beauty,1,37.76,20,8.51,2.38,PayPal,Delivered,14,
ORD-100802,2024-11-28,C-10440,Logan Davis,logan.davis64@email.com,US,Chicago,Organic Search,USB-C Hub,Electronics,2,37.43,5,6.41,5.28,Credit Card,Delivered,12,
ORD-100805,2024-10-09,C-10635,William Williams,william.williams95@email.com,UK,London,Organic Search,Yoga Pants,Clothing,1,54.42,20,5.11,2.98,PayPal,Returned,,Defective
ORD-100809,2024-11-20,C-11122,William Smith,william.smith45@email.com,US,Austin,Referral,Smart Watch,Electronics,3,135.85,0,,28.25,Debit Card,Delivered,6,
ORD-100814,2024-12-06,C-10768,Benjamin Taylor,benjamin.taylor59@email.com,US,Dallas,Referral,Polo Shirt,Clothing,1,62.51,0,9.32,4.6,Apple Pay,Delivered,5,
ORD-100815,2025-03-20,C-10380,Mason Singh,mason.singh55@email.com,CA,Vancouver,Social Media,Kitchen Scale,Home & Kitchen,1,39.38,15,6.09,3.23,Debit Card,Returned,,Not as Described
ORD-100816,2024-07-21,C-10692,Chen Garcia,chen.garcia79@email.com,US,Chicago,Direct,Sheet Masks,Beauty,1,42.39,20,6.49,3.22,Apple Pay,Delivered,9,
ORD-100819,2024-08-19,C-10866,Elijah Jackson,elijah.jackson87@email.com,UK,Leeds,Direct,Wireless Earbuds,Electronics,1,92.15,0,11.35,8.1,Debit Card,Delivered,13,
ORD-100820,2025-01-19,C-10951,Raj Williams,raj.williams73@email.com,US,Phoenix,Paid Search,Desk Lamp,Home & Kitchen,4,18.78,0,0,3.84,Credit Card,Delivered,3,
ORD-100822,2024-08-14,C-10553,Isabella Miller,isabella.miller15@email.com,DE,Frankfurt,Referral,Coffee Maker,Home & Kitchen,1,67.8,15,12.13,5.69,Google Pay,Delivered,8,
ORD-100823,2024-11-05,C-11084,Priya Martinez,priya.martinez72@email.com,UK,Birmingham,Social Media,Yoga Mat,Sports,2,27.55,0,8.0,3.26,Debit Card,Delivered,6,
ORD-100824,2024-12-02,C-11121,Noah Clark,noah.clark75@email.com,AU,Brisbane,Organic Search,Desk Lamp,Home & Kitchen,1,24.29,0,0,2.39,Debit Card,Cancelled,,
ORD-100825,2024-08-20,C-10078,Mason Kim,mason.kim51@email.com,US,Dallas,Paid Search,Desk Lamp,Home & Kitchen,1,18.86,0,12.71,1.09,Debit Card,Cancelled,,
ORD-100826,2024-12-29,C-10442,Ava Clark,ava.clark44@email.com,IN,Delhi,Referral,Kitchen Scale,Home & Kitchen,3,21.4,30,8.13,3.24,Credit Card,Delivered,8,
ORD-100827,2024-08-09,C-11021,Liam Nguyen,liam.nguyen90@email.com,DE,Hamburg,Email,Running Shoes,Clothing,2,129.96,15,12.56,15.51,Credit Card,Delivered,4,
ORD-100828,2025-05-28,C-10339,Isabella Harris,isabella.harris38@email.com,DE,Hamburg,Direct,Water Bottle,Sports,1,20.61,10,8.62,1.85,Google Pay,Delivered,5,
ORD-100829,2025-05-14,C-10685,Charlotte Kumar,charlotte.kumar85@email.com,US,Phoenix,Social Media,Sneakers,Clothing,1,45.78,25,7.65,2.33,Google Pay,Processing,,
ORD-100830,2024-07-14,C-11189,Elijah Jones,elijah.jones52@email.com,CA,Toronto,Referral,Body Lotion,Beauty,2,25.6,20,7.18,3.05,Credit Card,Delivered,10,
ORD-100831,2024-11-12,C-10202,Oliver Miller,oliver.miller95@email.com,CA,Calgary,Direct,Running Shoes,Clothing,2,96.88,5,7.05,11.84,Credit Card,Cancelled,,
ORD-100832,2024-12-15,C-10135,Amelia Miller,amelia.miller25@email.com,US,Austin,Email,Air Fryer,Home & Kitchen,2,76.45,20,8.12,9.55,Google Pay,Delivered,11,
ORD-100833,2025-02-12,C-11104,Arjun Garcia,arjun.garcia84@email.com,US,Dallas,Organic Search,Air Fryer,Home & Kitchen,1,83.83,15,10.71,4.36,PayPal,Cancelled,,
ORD-100834,2025-06-11,C-11049,Ava Kumar,ava.kumar57@email.com,US,Phoenix,Paid Search,Phone Case,Electronics,2,21.05,0,9.15,2.69,PayPal,Cancelled,,
ORD-100836,2025-03-17,C-10699,Yuki Brown,yuki.brown48@email.com,US,New York,Social Media,Smart Watch,Electronics,2,121.02,0,4.36,14.42,Debit Card,Delivered,5,
ORD-100837,2025-03-10,C-10361,Noah Nguyen,noah.nguyen59@email.com,US,Austin,Organic Search,Body Lotion,Beauty,2,49.13,5,6.36,6.66,Credit Card,Delivered,9,
ORD-100838,2025-01-29,C-10816,Chen Smith,chen.smith60@email.com,US,Phoenix,Organic Search,Bluetooth Speaker,Electronics,1,98.35,15,11.4,6.28,PayPal,Delivered,13,
ORD-100839,2024-09-09,C-10023,Omar Taylor,omar.taylor78@email.com,FR,Paris,Referral,Foam Roller,Sports,1,79.05,20,6.07,5.89,Google Pay,Delivered,9,
ORD-100841,2024-07-13,C-10055,Wei Williams,wei.williams55@email.com,UK,Manchester,Social Media,Sunscreen SPF50,Beauty,1,55.56,0,11.85,4.47,Apple Pay,Cancelled,,
ORD-100842,2025-02-27,C-11122,William Smith,william.smith45@email.com,US,Austin,Referral,Webcam HD,Electronics,2,130.83,0,10.79,20.27,Google Pay,Cancelled,,
ORD-100843,2024-12-14,C-10885,Chen Brown,chen.brown70@email.com,US,Chicago,Paid Search,Lip Balm Set,Beauty,2,29.92,20,0,3.21,PayPal,Delivered,13,
ORD-100844,2024-07-18,C-10787,Arjun Martin,arjun.martin70@email.com,CA,Toronto,Social Media,Webcam HD,Electronics,2,50.3,10,12.24,7.39,Debit Card,Delivered,14,
ORD-100846,2024-12-15,C-11005,Noah Thomas,noah.thomas23@email.com,DE,Munich,Organic Search,Hair Serum,Beauty,2,44.66,0,12.28,6.78,PayPal,Delivered,9,
ORD-100848,2025-05-24,C-10914,Chen Clark,chen.clark97@email.com,AU,Brisbane,Organic Search,Yoga Mat,Sports,1,68.45,15,5.5,4.15,Apple Pay,Cancelled,,
ORD-100849,2025-01-27,C-11012,Emma Moore,emma.moore63@email.com,FR,Marseille,Organic Search,USB-C Hub,Electronics,1,107.16,0,6.99,7.92,PayPal,Processing,,
ORD-100850,2025-05-01,C-10516,Sophia Patel,sophia.patel88@email.com,CA,Calgary,Organic Search,Sneakers,Clothing,1,85.65,0,9.74,8.11,Google Pay,Delivered,2,
ORD-100851,2025-03-11,C-11017,William Tanaka,william.tanaka79@email.com,US,LA,Organic Search,Air Fryer,Home & Kitchen,1,27.14,10,6.9,1.97,Debit Card,Shipped,,
ORD-100852,2025-05-11,C-10666,James Martin,james.martin45@email.com,US,Chicago,Organic Search,Smart Watch,Electronics,3,80.02,10,9.81,17.84,Debit Card,Delivered,14,
ORD-100854,2025-04-01,C-10185,Marie Lee,marie.lee75@email.com,FR,Marseille,Direct,Desk Lamp,Home & Kitchen,3,78.24,10,12.31,15.59,Apple Pay,Delivered,13,
ORD-100855,2024-10-09,C-10211,Arjun Kim,arjun.kim78@email.com,US,New York,Email,Desk Lamp,Home & Kitchen,1,79.93,25,0,3.86,Apple Pay,Delivered,3,
ORD-100856,2024-11-08,C-11073,Benjamin Thompson,benjamin.thompson87@email.com,UK,Leeds,Organic Search,Sheet Masks,Beauty,2,16.66,20,12.25,1.97,Apple Pay,Delivered,9,
ORD-100859,2024-07-26,C-11114,Marie Miller,marie.miller88@email.com,AU,Melbourne,Direct,Bluetooth Speaker,Electronics,1,57.68,0,5.67,4.96,Apple Pay,Cancelled,,
ORD-100860,2024-11-07,C-11031,Amelia Clark,amelia.clark74@email.com,US,Dallas,Paid Search,USB-C Hub,Electronics,2,20.33,0,10.42,3.45,PayPal,Cancelled,,
ORD-100861,2024-11-13,C-10156,Elijah Müller,elijah.müller98@email.com,US,Dallas,Organic Search,Jump Rope,Sports,1,25.2,0,7.2,2.47,Google Pay,Shipped,,
ORD-100862,2024-11-12,C-10959,Mia Singh,mia.singh92@email.com,US,Chicago,Referral,Water Bottle,Home & Kitchen,2,74.83,0,0,11.04,Google Pay,Delivered,4,
ORD-100863,2024-07-15,C-10431,Benjamin Johnson,benjamin.johnson86@email.com,US,Houston,Paid Search,Hair Serum,Beauty,1,17.36,20,4.44,1.3,PayPal,Cancelled,,
ORD-100864,2024-08-20,C-11096,Yuki Martin,yuki.martin40@email.com,IN,Mumbai,Social Media,Yoga Pants,Clothing,2,42.86,20,10.55,6.26,PayPal,Delivered,2,
ORD-100865,2025-06-21,C-10180,Sophia Brown,sophia.brown30@email.com,US,Houston,Direct,Dumbbell Set,Sports,1,21.31,0,7.16,1.71,Apple Pay,Returned,,Changed Mind
ORD-100866,2024-09-14,C-10764,Lucas Thompson,lucas.thompson56@email.com,DE,Berlin,Paid Search,Jump Rope,Sports,1,61.05,0,4.96,3.91,PayPal,Delivered,13,
ORD-100867,2025-02-25,C-10040,Noah Taylor,noah.taylor19@email.com,UK,Birmingham,Email,Desk Lamp,Home & Kitchen,1,89.33,0,0,4.87,Apple Pay,Shipped,,
ORD-100868,2024-12-23,C-10635,William Williams,william.williams95@email.com,UK,London,Organic Search,Wireless Earbuds,Electronics,4,74.11,20,9.82,15.19,Google Pay,Returned,,Changed Mind
ORD-100869,2024-12-27,C-10796,Harper Martinez,harper.martinez17@email.com,US,LA,Organic Search,Portable Charger,Electronics,2,40.06,0,6.33,5.57,PayPal,Returned,,Not as Described
ORD-100871,2025-02-04,C-10264,Harper Thomas,harper.thomas61@email.com,US,Dallas,Organic Search,Hair Serum,Beauty,2,48.65,20,5.48,6.22,Apple Pay,Cancelled,,
ORD-100872,2024-12-24,C-11118,Amelia Miller,amelia.miller10@email.com,US,Chicago,Paid Search,Resistance Bands,Sports,1,72.95,0,8.27,6.19,Apple Pay,Shipped,,
ORD-100873,2024-09-10,C-11097,Noah Brown,noah.brown73@email.com,US,Dallas,Social Media,Sneakers,Clothing,1,72.49,15,10.16,5.27,Google Pay,Delivered,12,
ORD-100876,2025-05-09,C-10133,Lucas Patel,lucas.patel90@email.com,CA,Vancouver,Paid Search,Yoga Mat,Sports,1,70.35,0,4.27,3.87,Credit Card,Returned,,Late Delivery
ORD-100878,2024-10-01,C-10194,Isabella Smith,isabella.smith11@email.com,UK,Leeds,Email,Yoga Pants,Clothing,1,29.46,15,0,2.47,Debit Card,Delivered,10,
ORD-100879,2025-04-29,C-10641,Amelia Martin,amelia.martin36@email.com,IN,Mumbai,Paid Search,Denim Jacket,Clothing,1,118.67,20,12.91,5.95,Apple Pay,Shipped,,
ORD-100880,2025-03-09,C-10677,Benjamin Dubois,benjamin.dubois22@email.com,DE,Berlin,Social Media,Water Bottle,Home & Kitchen,1,54.47,0,7.82,4.63,Google Pay,Delivered,5,
ORD-100881,2024-11-25,C-10569,Emma Garcia,emma.garcia97@email.com,FR,Lyon,Organic Search,Cotton T-Shirt,Clothing,1,42.25,0,11.04,3.84,PayPal,Delivered,12,
ORD-100882,2025-02-04,C-10762,Elijah Davis,elijah.davis37@email.com,US,Houston,Organic Search,Yoga Mat,Sports,1,33.73,15,,1.68,Debit Card,Shipped,,
ORD-100883,2025-03-11,C-10012,Ava Thomas,ava.thomas17@email.com,AU,Sydney,Email,Sheet Masks,Beauty,1,31.83,5,9.94,1.72,Debit Card,Cancelled,,
ORD-100884,2025-05-28,C-10607,William Jackson,william.jackson92@email.com,US,Dallas,Direct,Cutting Board,Home & Kitchen,1,59.31,0,6.53,5.29,Credit Card,Delivered,6,
ORD-100885,2024-10-19,C-10001,Hans Moore,hans.moore97@email.com,US,Dallas,Social Media,Eye Cream,Beauty,3,40.0,25,5.72,8.65,Credit Card,Delivered,11,
ORD-100886,2025-04-16,C-10376,Ava Miller,ava.miller79@email.com,UK,London,Referral,Water Bottle,Sports,1,71.27,5,4.46,5.2,PayPal,Delivered,2,
ORD-100887,2025-04-18,C-10926,Lucas Smith,lucas.smith44@email.com,US,New York,Email,Cutting Board,Home & Kitchen,1,50.43,25,8.25,3.71,Credit Card,Shipped,,
ORD-100888,2024-08-01,C-11170,Hans Dubois,hans.dubois48@email.com,AU,Brisbane,Organic Search,Water Bottle,Home & Kitchen,1,66.8,0,12.15,4.75,Apple Pay,Delivered,8,
ORD-100889,2024-08-18,C-10821,Oliver Miller,oliver.miller59@email.com,US,New York,Direct,Sneakers,Clothing,3,82.0,0,5.79,22.66,Google Pay,Shipped,,
ORD-100890,2024-08-13,C-10476,Wei Patel,wei.patel71@email.com,AU,Sydney,Direct,USB-C Hub,Electronics,1,146.98,10,5.87,12.96,Credit Card,Delivered,3,
ORD-100891,2025-05-25,C-11077,Chen Martin,chen.martin95@email.com,UK,Leeds,Paid Search,Cutting Board,Home & Kitchen,1,32.09,0,,2.86,Google Pay,Delivered,12,
ORD-100893,2025-01-14,C-10696,Marie Nguyen,marie.nguyen54@email.com,US,Houston,Organic Search,Kitchen Scale,Home & Kitchen,3,73.09,0,4.36,11.2,PayPal,Processing,,
ORD-100894,2025-05-25,C-10004,Omar Harris,omar.harris20@email.com,DE,Berlin,Social Media,Polo Shirt,Clothing,2,27.02,0,4.76,4.1,Credit Card,Cancelled,,
ORD-100895,2024-08-30,C-10694,Yuki Patel,yuki.patel76@email.com,US,LA,Organic Search,Phone Case,Electronics,2,131.85,0,10.13,14.21,Debit Card,Shipped,,
ORD-100896,2025-05-05,C-11066,Logan Kim,logan.kim42@email.com,US,Houston,Organic Search,USB-C Hub,Electronics,3,27.18,0,7.66,5.73,Google Pay,Processing,,
ORD-100897,2024-10-15,C-10309,Amelia Singh,amelia.singh85@email.com,US,Dallas,Paid Search,Sports Towel,Sports,1,46.61,20,5.77,3.68,Credit Card,Delivered,8,
ORD-100898,2025-04-06,C-10868,Harper White,harper.white59@email.com,US,LA,Email,Polo Shirt,Clothing,1,129.87,0,10.14,9.36,Google Pay,Cancelled,,
ORD-100900,2025-03-21,C-10144,Lucas Johnson,lucas.johnson34@email.com,CA,Toronto,Paid Search,Body Lotion,Beauty,2,58.99,0,4.12,8.57,Debit Card,Delivered,14,
ORD-100901,2024-12-03,C-10455,Yuki Ahmed,yuki.ahmed12@email.com,US,Chicago,Organic Search,Polo Shirt,Clothing,3,64.61,0,8.18,17.41,Apple Pay,Delivered,8,
ORD-100902,2025-06-08,C-10404,James Ahmed,james.ahmed43@email.com,UK,Leeds,Email,Webcam HD,Electronics,2,87.34,20,11.78,12.61,Google Pay,Delivered,14,
ORD-100903,2025-02-27,C-10276,Chen Davis,chen.davis94@email.com,US,Phoenix,Email,Body Lotion,Beauty,1,57.36,0,4.49,4.03,Google Pay,Shipped,,
ORD-100904,2024-11-24,C-11003,Noah Davis,noah.davis71@email.com,US,Phoenix,Organic Search,Coffee Maker,Home & Kitchen,1,34.84,0,7.7,3.43,Apple Pay,Delivered,5,
ORD-100905,2025-04-08,C-10327,Charlotte Smith,charlotte.smith20@email.com,US,Chicago,Organic Search,Running Shoes,Clothing,1,86.23,10,4.36,5.01,Debit Card,Delivered,13,
ORD-100906,2025-04-15,C-10438,Elijah Harris,elijah.harris11@email.com,US,New York,Email,Cotton T-Shirt,Clothing,4,85.85,10,9.65,25.4,Apple Pay,Returned,,Changed Mind
ORD-100907,2025-01-21,C-11093,Mason Singh,mason.singh10@email.com,CA,Toronto,Referral,Webcam HD,Electronics,1,42.14,10,10.18,3.15,PayPal,Delivered,11,
ORD-100909,2025-05-07,C-10430,Yuki Taylor,yuki.taylor18@email.com,US,Austin,Email,Desk Lamp,Home & Kitchen,1,24.37,0,12.65,1.55,Google Pay,Shipped,,
ORD-100910,2024-08-17,C-11178,Charlotte Brown,charlotte.brown33@email.com,US,Dallas,Social Media,Dumbbell Set,Sports,2,41.15,0,5.83,8.11,PayPal,Delivered,4,
ORD-100912,2024-12-25,C-11172,Hans Nguyen,hans.nguyen77@email.com,AU,Melbourne,Paid Search,Kitchen Scale,Home & Kitchen,1,71.69,5,6.51,5.6,Google Pay,Cancelled,,
ORD-100913,2025-05-23,C-10034,Priya Müller,priya.müller47@email.com,IN,Mumbai,Email,Bluetooth Speaker,Electronics,1,50.34,5,6.73,4.64,Debit Card,Delivered,6,
ORD-100914,2024-12-23,C-10904,Lucas Dubois,lucas.dubois67@email.com,US,Dallas,Organic Search,Desk Lamp,Home & Kitchen,2,45.09,0,5.79,7.02,Debit Card,Shipped,,
ORD-100915,2025-02-28,C-10264,Harper Thomas,harper.thomas61@email.com,US,Dallas,Organic Search,Throw Blanket,Home & Kitchen,1,87.53,15,7.11,7.2,Credit Card,Shipped,,
ORD-100917,2024-09-15,C-10538,Isabella Kim,isabella.kim96@email.com,US,LA,Direct,Resistance Bands,Sports,1,26.26,25,9.61,1.05,PayPal,Returned,,Changed Mind
ORD-100918,2024-11-08,C-10479,Mia Kim,mia.kim72@email.com,UK,London,Paid Search,Yoga Pants,Clothing,2,42.28,25,8.87,3.61,Credit Card,Returned,,Defective
ORD-100920,2024-07-08,C-11131,Raj Jackson,raj.jackson41@email.com,US,Dallas,Paid Search,Phone Case,Electronics,1,58.85,0,10.37,5.33,Credit Card,Delivered,4,
ORD-100921,2024-08-18,C-11000,Charlotte Davis,charlotte.davis39@email.com,US,Chicago,Organic Search,Sneakers,Clothing,1,83.35,20,7.29,3.7,Google Pay,Shipped,,
ORD-100922,2025-02-15,C-10355,Ava Martin,ava.martin43@email.com,UK,Birmingham,Email,USB-C Hub,Electronics,1,115.25,0,12.39,10.86,Apple Pay,Delivered,9,
ORD-100923,2025-01-02,C-10157,Benjamin Harris,benjamin.harris96@email.com,US,Chicago,Referral,Running Shoes,Clothing,1,74.84,20,0,4.94,Debit Card,Delivered,5,
ORD-100924,2024-10-29,C-11070,Mia Patel,mia.patel66@email.com,IN,Mumbai,Social Media,Portable Charger,Electronics,1,83.65,0,7.21,4.43,Apple Pay,Delivered,11,
ORD-100925,2024-07-20,C-10083,William Clark,william.clark23@email.com,US,Chicago,Paid Search,Air Fryer,Home & Kitchen,2,16.09,0,10.25,2.41,Google Pay,Shipped,,
ORD-100926,2025-06-16,C-10901,Emma Ahmed,emma.ahmed98@email.com,US,New York,Email,Wireless Earbuds,Electronics,1,37.55,0,0,2.93,Apple Pay,Returned,,Changed Mind
ORD-100927,2024-12-28,C-11179,Raj Dubois,raj.dubois82@email.com,DE,Berlin,Organic Search,Sneakers,Clothing,1,63.08,0,4.33,5.96,Apple Pay,Delivered,2,
ORD-100928,2024-11-07,C-10148,Marie Tanaka,marie.tanaka12@email.com,IN,Delhi,Email,Yoga Mat,Sports,1,56.83,0,0,4.86,Debit Card,Processing,,
ORD-100929,2025-06-19,C-10007,Ava Miller,ava.miller66@email.com,US,Phoenix,Referral,Yoga Pants,Clothing,1,88.49,30,12.25,4.74,Google Pay,Delivered,9,
ORD-100930,2025-04-18,C-10190,Lucas Thomas,lucas.thomas69@email.com,DE,Munich,Paid Search,Winter Coat,Clothing,2,93.58,0,8.69,18.59,Debit Card,Delivered,11,
ORD-100931,2024-10-01,C-10338,Oliver Lee,oliver.lee63@email.com,AU,Melbourne,Social Media,Wireless Earbuds,Electronics,1,39.27,15,0,2.67,Debit Card,Shipped,,
ORD-100932,2024-11-25,C-10299,Charlotte Davis,charlotte.davis68@email.com,CA,Vancouver,Social Media,Portable Charger,Electronics,1,141.04,25,7.3,9.55,Debit Card,Delivered,11,
ORD-100933,2025-04-12,C-10820,Olivia Kumar,olivia.kumar91@email.com,AU,Melbourne,Organic Search,Yoga Pants,Clothing,1,79.77,0,12.87,7.18,Credit Card,Delivered,5,
ORD-100935,2025-05-12,C-10456,Chen Brown,chen.brown47@email.com,UK,Manchester,Paid Search,Cutting Board,Home & Kitchen,4,25.56,0,0,5.18,Google Pay,Cancelled,,
ORD-100936,2024-08-31,C-10973,Logan Martinez,logan.martinez85@email.com,CA,Vancouver,Direct,Coffee Maker,Home & Kitchen,4,55.0,0,4.69,15.79,Credit Card,Delivered,9,
ORD-100937,2025-04-06,C-10026,Emma Kumar,emma.kumar98@email.com,US,Chicago,Referral,Denim Jacket,Clothing,1,38.91,10,12.56,2.37,Credit Card,Shipped,,
ORD-100938,2024-11-02,C-10830,Ava Martin,ava.martin54@email.com,US,Phoenix,Direct,Air Fryer,Home & Kitchen,1,45.93,0,4.54,3.37,Google Pay,Processing,,
ORD-100940,2024-12-21,C-10265,Isabella Kim,isabella.kim21@email.com,US,Phoenix,Paid Search,Portable Charger,Electronics,1,62.71,0,12.52,4.84,Apple Pay,Shipped,,
ORD-100941,2024-12-04,C-10535,Olivia Martin,olivia.martin71@email.com,US,Phoenix,Direct,Jump Rope,Sports,2,69.23,0,9.63,11.3,PayPal,Delivered,4,
ORD-100943,2024-08-12,C-10964,Priya Patel,priya.patel42@email.com,AU,Sydney,Organic Search,Smart Watch,Electronics,1,71.79,0,9.7,6.06,PayPal,Delivered,14,
ORD-100944,2025-01-26,C-10911,Raj Thompson,raj.thompson49@email.com,UK,Manchester,Email,Cutting Board,Home & Kitchen,1,59.57,10,8.93,4.34,Apple Pay,Returned,,Not as Described
ORD-100945,2024-10-28,C-10602,Omar Thomas,omar.thomas44@email.com,AU,Brisbane,Direct,Air Fryer,Home & Kitchen,1,70.36,25,9.1,2.76,Debit Card,Processing,,
ORD-100947,2025-02-02,C-10294,Marie Patel,marie.patel64@email.com,US,New York,Referral,Bluetooth Speaker,Electronics,4,29.1,20,4.72,8.59,Apple Pay,Cancelled,,
ORD-100948,2025-01-27,C-10855,William Tanaka,william.tanaka99@email.com,US,Phoenix,Social Media,Polo Shirt,Clothing,4,106.66,30,0,22.67,Google Pay,Delivered,13,
ORD-100949,2025-02-21,C-11102,Mason Clark,mason.clark32@email.com,US,Dallas,Email,USB-C Hub,Electronics,2,94.24,0,7.74,12.49,Debit Card,Delivered,6,
ORD-100950,2025-04-29,C-10549,Yuki Thomas,yuki.thomas56@email.com,FR,Paris,Paid Search,Hair Serum,Beauty,1,29.51,15,9.61,2.24,Debit Card,Delivered,11,
ORD-100951,2025-03-29,C-10737,Marie Taylor,marie.taylor48@email.com,US,LA,Social Media,Jump Rope,Sports,2,52.33,30,0,4.67,PayPal,Cancelled,,
ORD-100952,2024-11-06,C-11048,Wei Jones,wei.jones29@email.com,DE,Hamburg,Referral,Running Shoes,Clothing,1,28.51,0,5.67,2.8,Google Pay,Delivered,8,
ORD-100953,2025-04-14,C-10915,Chen Chen,chen.chen64@email.com,IN,Mumbai,Social Media,Lip Balm Set,Beauty,1,23.75,0,0,1.88,Debit Card,Delivered,13,
ORD-100955,2024-12-20,C-10742,Amelia Chen,amelia.chen10@email.com,US,Phoenix,Social Media,Portable Charger,Electronics,2,109.38,10,5.58,10.21,Debit Card,Processing,,
ORD-100956,2025-06-23,C-10708,Isabella Jones,isabella.jones70@email.com,UK,Birmingham,Email,Dumbbell Set,Sports,1,56.34,5,0,4.19,Google Pay,Delivered,3,
ORD-100957,2025-05-20,C-10924,Benjamin Lee,benjamin.lee63@email.com,US,New York,Email,Sunscreen SPF50,Beauty,1,15.36,0,12.73,1.52,Apple Pay,Cancelled,,
ORD-100958,2024-12-22,C-10553,Isabella Miller,isabella.miller15@email.com,DE,Frankfurt,Referral,Body Lotion,Beauty,1,19.29,0,0,1.8,Google Pay,Delivered,3,
ORD-100959,2024-08-07,C-10988,Marie Patel,marie.patel91@email.com,UK,Birmingham,Paid Search,Running Shoes,Clothing,1,82.94,0,5.28,6.8,Apple Pay,Shipped,,
ORD-100960,2024-11-27,C-10976,Harper Nguyen,harper.nguyen59@email.com,FR,Paris,Direct,Sneakers,Clothing,2,50.62,25,4.58,6.78,PayPal,Delivered,7,
ORD-100961,2025-06-27,C-11193,Raj Kim,raj.kim60@email.com,FR,Marseille,Email,Foam Roller,Sports,1,19.85,0,11.29,1.87,Google Pay,Delivered,12,
ORD-100962,2025-06-17,C-10676,Mia Jones,mia.jones26@email.com,US,LA,Paid Search,Phone Case,Electronics,3,124.58,0,5.49,33.72,Debit Card,Delivered,5,
ORD-100963,2025-04-27,C-10903,Benjamin Thomas,benjamin.thomas71@email.com,US,Chicago,Paid Search,Polo Shirt,Clothing,1,48.52,10,5.52,2.73,Apple Pay,Shipped,,
ORD-100964,2025-05-27,C-10190,Lucas Thomas,lucas.thomas69@email.com,DE,Munich,Paid Search,Face Moisturizer,Beauty,1,39.87,0,0,3.82,Debit Card,Cancelled,,
ORD-100965,2024-08-28,C-10366,James Singh,james.singh82@email.com,US,Houston,Email,Webcam HD,Electronics,4,40.31,0,8.28,14.69,Apple Pay,Delivered,10,
ORD-100966,2025-06-20,C-10671,Arjun Dubois,arjun.dubois34@email.com,US,Houston,Social Media,Smart Watch,Electronics,2,69.77,0,5.91,7.78,Apple Pay,Shipped,,
ORD-100967,2024-07-22,C-10393,James Rodriguez,james.rodriguez12@email.com,DE,Berlin,Email,Hair Serum,Beauty,2,15.78,0,10.33,2.65,Google Pay,Delivered,8,
ORD-100968,2025-02-22,C-10147,Emma Brown,emma.brown85@email.com,IN,Bangalore,Organic Search,Cutting Board,Home & Kitchen,1,44.37,15,12.15,3.15,Credit Card,Delivered,12,
ORD-100969,2024-11-10,C-10101,Charlotte Taylor,charlotte.taylor15@email.com,US,Houston,Social Media,USB-C Hub,Electronics,3,119.51,0,6.15,30.79,Google Pay,Delivered,10,
ORD-100970,2025-03-17,C-10691,Omar White,omar.white40@email.com,CA,Vancouver,Social Media,Cotton T-Shirt,Clothing,3,65.95,15,12.89,8.83,Google Pay,Delivered,8,
ORD-100971,2025-01-26,C-10290,Arjun Davis,arjun.davis87@email.com,CA,Calgary,Referral,Cotton T-Shirt,Clothing,1,77.42,20,8.85,5.66,PayPal,Delivered,2,
ORD-100972,2024-11-18,C-11031,Amelia Clark,amelia.clark74@email.com,US,Dallas,Paid Search,Sneakers,Clothing,1,92.79,5,5.71,7.05,Google Pay,Delivered,8,
ORD-100973,2024-11-13,C-10136,Marie Jackson,marie.jackson50@email.com,IN,Delhi,Referral,Denim Jacket,Clothing,1,122.71,0,7.88,10.34,Credit Card,Cancelled,,
